name,rank,charter,consolidated_assets
CITIZENS B&TC/CITIZENS BC ,1713,SNM,398
SHAMROCK BK NA/SHAMROCK BSHRS ESOP ,1714,NAT,397
TOWN & COUNTRY B&TC/FIRST FARMERS BK HC ,1715,SNM,397
SOUTHWEST CAP BK/LAS VEGAS BC ,1716,SNM,397
CASEY ST BK/EAGLE FNCL CORP ,1717,SNM,396
RIVERHILLS BK/RIVERHILLS CAP CORP ,1718,SNM,396
PEOPLES BK/PEOPLES FNCL GROUP ,1719,SNM,395
POWELL VALLEY NB/POWELL VALLEY BSHRS ,1720,NAT,395
TS BK/TREYNOR BSHRS ,1721,SNM,394
FIRST NB IN NEW BREMEN/ ,1722,NAT,393
FIRST NB/FIRST NB CORP ,1723,NAT,393
TEXAS CHAMPION BK/MESQUITE FNCL SVC ,1724,SNM,393
ROBERTSON BKG CO/RBC ,1725,SNM,393
MISSOURI BK/WARREN CTY BSHRS ,1726,SMB,392
PEOPLES INDEP BK/PEOPLES INDEP BSHRS ,1727,SNM,392
LIFESTORE BK/ASHECO MHC ,1728,SMB,391
PERPETUAL FSB/ ,1729,SNM,391
TRISTAR BK/TRISTAR BSHRS ,1730,SNM,390
PEOPLES BK/RIGLER INV CO ,1731,SMB,390
FIRST CITIZENS ST BK/WHITEWATER BC ,1732,SNM,390
PEOPLES ST BK/ELLETTSVILLE BSHRS ,1733,SNM,390
NORTHWEST BK ROCKFORD/FORESIGHT FNCL GRP ,1734,SNM,389
IOWA ST BK/MID-IOWA BSHRS CO ,1735,SNM,389
FARMERS BK & SVG CO/FARMERS BSHRS ,1736,SNM,389
FIRST CHOICE BK/PONTOTOC BSHRS CORP ,1737,SMB,389
FIRST BK ELK RIVER/FIRST NAT FS ,1738,SNM,389
BANK OF CMRC/SOUTHEAST BSHRS ,1739,SMB,389
ROLLING HILLS B&T/ANITA BC ,1740,SMB,388
WESTERN BK/CIRCLE I BK GRP ,1741,SNM,388
SILVER LAKE BK/GIDEON MGMT LLC ,1742,SNM,388
FARMERS-MERCHANTS B&TC/ ,1743,SNM,388
CENTRAL ST BK/AJJ BC ,1744,SMB,387
COMMUNITY BK/LOLYN FC ,1745,SNM,387
COMMUNITY BK MANKATO/VERNON CENTER BSHRS ,1746,SNM,387
ENTERPRISE BK/ENTERPRISE ESOP ,1747,SNM,387
ENTERPRISE BK/SEED MONEY LP ,1747,SNM,NA
MERCHANTS BK OF AL/MERCHANTS FS ,1748,SNM,386
NORTH SHORE BK OF COMMERCE/NORTH SHORE FC ,1749,SMB,385
BANK OF CMRC & TC/ ,1750,SNM,384
NAPOLEON ST BK/NAPOLEON BC ,1751,SNM,383
JONES BK/JONES NAT CORP ,1752,SMB,383
PREMIER BK/PREMIER BSHRS ,1753,SNM,383
TRUBANK/COMMUNITY BSHRS CORP ,1754,SNM,383
PAN AMER B&TC/AMERICAN BC IL ,1755,SNM,382
WORTHINGTON NB/ ,1756,NAT,382
UNION ST BK/EVEREST BSHRS ,1757,SMB,382
TRINITY BK NA/ ,1758,NAT,382
ASTRA BK/FIRST BELLEVILLE BSHRS ,1759,SNM,381
FIRST NB MN/BANCOMMUNITY SVC CORP ,1760,NAT,381
IOWA T&SB/EMMETSBURG BK SHARES ,1761,SNM,381
PLANTERS FIRST BK/PLANTERS FIRST BC ,1762,SNM,380
SELECT BK/SELECT BK FC ,1763,SMB,380
RIVER CITY BK/FIRST BRECKINRIDGE BSHRS ,1764,SNM,379
FIRST NB OF MONTEREY/ ,1765,NAT,379
HIGH CNTRY BK/HIGH CNTRY BC ,1766,SMB,379
BETTER BKS/BACKLUND INV CO ,1767,SNM,378
LANDMARK CMNTY BK/LANDMARK BC ,1768,SMB,378
BANK OF NEW GLARUS/BANCORP OF NEW GLARUS ,1769,SNM,378
BANK OF THE VALLEY/BELLWOOD CMNTY HC ,1770,SNM,378
SUNMARK CMNTY BK/SUNMARK BSHRS ,1771,SNM,377
OREGON COAST BK/OREGON COAST BSHRS ,1772,SNM,377
FARMERS ST BK/FARMERS BSHRS ,1773,SNM,377
EH NB/ ,1774,NAT,377
METRO PHOENIX BK/ ,1775,SNM,376
MARION CENTER BK/COMMUNITY BKR CORP ,1776,SNM,376
BANK OF THE FLINT HILLS/WAMEGO BSHRS ,1777,SMB,376
ALLIANCE BK/ALLIANCE BC ,1778,SNM,376
FIRST TR BK IL/FIRST TR FC ,1779,SNM,376
BANK OF FRANKEWING/FRANKEWING BSHRS ,1780,SNM,376
TRUSTAR BK/ ,1781,SNM,376
BANK OF CMRC/COMMERCE BC ,1782,SNM,376
FRONTIER BK/WHITCORP FC ,1783,SNM,376
FIRST NB OF MUSCATINE/IOWA FIRST BSHRS ,1784,NAT,376
STATE BK/ ,1785,SNM,375
PARADISE BK/PARADISE BC ,1786,SMB,375
AMERICAN BK NA/AMBANK CO ,1787,NAT,374
LINCOLN NB OF HODGENVLLE/HAMBAC ,1788,NAT,374
UNITED CMNTY BK OF ND/AMERICAN BC ,1789,SNM,374
BANKCHEROKEE/CHEROKEE BSHRS ,1790,SNM,374
WEST POINT BK/FIRST BRECKINRIDGE BSHRS ,1791,SNM,373
AMERISTATE BK/ATOKA ST BC ,1792,SMB,373
DELAWARE NB OF DELHI/DELHI BC ,1793,NAT,373
WILLAMETTE VALLEY BK/OREGON BC ,1794,SNM,372
COMMERCEONE BK/ ,1795,SNM,372
THUMB B&TC/THUMB NB&TC ESOP ,1796,SMB,371
CONNECTION BK/FORT MADISON FC ,1797,SMB,371
FIRST CMNTY BK/FIRST CMNTY BC ,1798,SMB,371
EARLHAM SVG BK/ ,1799,SNM,370
ST LANDRY B&TC/ST LANDRY BSHRS ,1800,SNM,370
BANK OF HOLLY SPRINGS/HOLLY SPRINGS BSHRS ,1801,SNM,370
STATE BK OF CHILTON/CALUMET BC ,1802,SNM,369
CENTRAL BK/CROSS CTY BSHRS ,1803,SNM,369
SPRINGFIELD ST BK/SPRINGFIELD BSHRS ,1804,SMB,369
TEXAS REPUBLIC BK NA/TXRB HOLDS ,1805,NAT,369
SENB BK/MCLAUGHLIN HC ,1806,SNM,369
ST HENRY BK/ST HENRY BC ,1807,SMB,368
TEXAS ST BK/TEXAS BC ,1808,SNM,368
CARROLL B&T/CARROLL FNCL SERVICES ,1809,SMB,368
FIRST S BK/FIRST SOUTHERN BSHRS ,1810,SNM,368
OHNWARD B&TC/OHNWARD BSHRS ,1811,SNM,367
FIRST NB/ ,1812,NAT,367
BLUEHARBOR BK/ ,1813,SNM,367
LEADERS BK/BOWLEGS CREEK LLC ,1814,SNM,365
COMMERCE BK OF AZ/CBOA FNCL ,1815,SNM,365
FIRST CAPITAL BK/GERMANTOWN CAP CORP ,1816,SNM,365
AMERICAN BK OF OK/AMERIBANK HC ,1817,SNM,365
BANK OF MAUSTON/MAUSTON BC ,1818,SNM,364
FIRST INDEPENDENT BK/FINLAYSON BSHRS ,1819,SNM,364
WAYNE CTY BK/WAYNE CTY BSHRS ,1820,SNM,364
FIRST NB OF JEANERETTE/JEANERETTE FIRST NBC ,1821,NAT,364
PINELAND BK/SOUTH BKG CO ,1822,SNM,364
PEOPLES B&TC POINTE COUPEE PAR/PEOPLES BSHRS OF POINTE COUPEE ,1823,SNM,364
SOUTHERN HERITAGE BK/SHB BC ,1824,SNM,364
HORIZON BK/ ,1825,SNM,363
PEOPLES BK OF KY INC/PEOPLES OF FLEMING CTY BC ,1826,SNM,363
WEST TOWN B&TC/INTEGRATED FNCL HOLDS ,1827,SNM,362
FIRST ST B&T/UNIVERSAL FNCL SVC ,1828,SNM,362
FIRST SCTY T&SB/FIRST SCTY BC ,1829,SNM,362
FIRST AMERICAN NB/FIRST AMER BSHRS ,1830,NAT,362
NOBLEBANK & TR/NOBLE BSHRS ,1831,SMB,361
LIBERTY NB/PARIS BSHRS ,1832,NAT,361
UNITED CUMBERLAND BK/MCCREARY BSHRS ,1833,SNM,361
LAKE-OSCEOLA ST BK/LAKE FC ,1834,SNM,361
NOAH BK/ ,1835,SNM,360
KODABANK/KODA BANCOR ,1836,SNM,360
FIRST JACKSON BK/1ST JACKSON BSHRS ,1837,SNM,360
M C B&TC/M C BSHRS ,1838,SNM,360
SPRING BK/ ,1839,SNM,359
FIRST NORTHEAST BK OF NE/CENTRAL AGY ,1840,SMB,359
BANK OF HOUSTON NA/BOH HOLDS ,1841,NAT,359
COMMUNITY RESOURCE BK/NORTHFIELD BSHRS ,1842,SMB,359
PACIFIC ALLI BK/ ,1843,SNM,359
SOUTHERN BK OF TN/ ,1844,SMB,359
AMERICAN EAGLE BK/ORCHID FNCL BC ,1845,SNM,359
FIRST ST BK OF THE SOUTHEAST/FIRST ST BSHRS ,1846,SNM,358
CITIZENS INDEPENDENT BK/BAKKEN SECURITIES ,1847,SNM,358
COMMUNITY BK/COMMUNITY BC OF SANTA MARIA ,1848,SNM,358
CENTRAL ST BK/STATE CTR FNCL ,1849,SNM,358
FIRST NB/MARION CTY BSHRS ,1850,NAT,358
RACCOON VALLEY BK/GREENE INV CO ,1851,SNM,357
STOCKMANS BANK/REEVES BSHRS ,1852,SNM,357
STAR BK/MIDWEST BC ,1853,SNM,356
LAKESIDE BK/LAKESIDE BSHRS ,1854,SNM,356
PEOPLES CMNTY BK/PEOPLES CMNTY BSHRS ,1855,SNM,356
FIRST NE BK/VALLEY BSHRS ,1856,SMB,356
EXCHANGE B&TC/PERRY BSHRS ,1857,SMB,356
CENTRAL SVG BK/CENTRAL BC ,1858,SMB,356
FIRST MO BK/FIRST MO BSHRS ,1859,SMB,356
CAMPBELL FETTER BK/C&F BANC SHARES CORP ,1860,SNM,355
CENTINEL BK OF TAOS/CENTINEL BSHRS ,1861,SNM,355
NATIONAL BK OF TX/HORIZON BSHRS ,1862,NAT,354
UNITED CMMTY BK OF WEST KY/UNITED CMNTY BSHRS ,1863,SNM,354
AMERICAN NB OF MN/AMERICAN BC MN ,1864,NAT,353
FIRST NB OF GRIFFIN/ ,1865,NAT,353
FIRST NB OF ELMER/ELMER BC ,1866,NAT,353
BANK/BANCSHARES ,1867,SNM,353
PEOPLES TC OF ST ALBANS/ ,1868,SNM,353
FLAGSHIP BK/WEST FL BK CORP ,1869,SNM,353
WAGGONER NB/WAGGONER NAT BSHRS ,1870,NAT,353
WAUKON ST BK/WFC ,1871,SMB,352
MINT NB/MINT HOLDS ,1872,NAT,352
MERCHANTS & MANUFACTURERS BK/MERCHANTS & MFR BK CORP ,1873,SNM,352
KENTLAND BK/KENBANCORP ,1874,SNM,352
CHARTER BK/CHARTER BSHRS ,1875,SNM,352
CITIZENS ST BK/ ,1876,SNM,352
DOMINION BK/DOMINION BSHRS ,1877,SNM,351
CITIZENS BK OF EDMOND/CITIZENS BSHRS ESOP ,1878,SMB,351
FIRST NAT CMNTY BK/FIRST CHATSWORTH BSHRS ,1879,NAT,351
MERCHANTS & PLANTERS BK/M&P CMNTY BSHRS ESOP ,1880,SNM,350
CITIZENS NB OF ALBION/CITIZENS BSHRS ,1881,NAT,350
FARMERS ST BK OF CALHAN/PIEPER BC ,1882,SNM,350
BANK OF WESTERN OK/WESTERN OK BSHRS ,1883,SMB,350
GREAT PLAINS ST BK/RAE VALLEY FNCL ,1884,SNM,350
NORTH STAR BK/ ,1885,SNM,349
FIRST NB OF RIVER FALLS/FIRST NBC OF RIVER FALLS ,1886,NAT,349
BELGRADE ST BK/TURNER BSHRS ,1887,SMB,349
WOODSBORO BK/ ,1888,SNM,349
BANK OF LANDISBURG/ ,1889,SMB,349
EXCHANGE BK OF AL/GADSDEN CORP ,1890,SNM,348
CHARTER WEST BK/NATIONWIDE BSHRS ,1891,SMB,348
BANK3/BANC3 HOLDS ,1892,SNM,348
FARMERS ST BK/FARMERS STATE HOLDING CORP ,1893,SNM,347
COMMUNITY ST BK/COMMUNITY FC ,1894,SMB,347
BANK OF ROMNEY/ROMNEY BSHRS ,1895,SMB,347
GREAT SOUTHERN BK/GREAT SOUTHERN CAP CORP ,1896,SMB,347
SETTLERS BK/SB BC ,1897,SNM,347
BANK OF MADISON/MADISON BK CORP ,1898,SNM,347
FIRST WESTROADS BK/AMERIWEST CORP ,1899,SMB,347
BANK OF CLARENDON/ ,1900,SNM,346
GUARANTY ST B&TC/GUARANTY ,1901,SNM,346
FIRST CITIZENS NB/ ,1902,NAT,346
SAINT JOHNS B&TC/UNITY BSHRS LLC ,1903,SNM,346
FIRST NB OF MT DORA/FNBMD BSHRS ,1904,NAT,345
FIRST ST BK/FIRST ST BSHRS ,1905,SNM,345
OSGOOD ST BK/OSB BC ,1906,SNM,344
CITIZENS BK WV/CITIZENS FC ,1907,SNM,344
COMMERCIAL BK/TCB BSHRS ,1908,SNM,344
MUNICIPAL T&SB/ ,1909,SNM,344
FIRSTBANK OF NE/BANK MGMT ,1910,SMB,344
MECHANICS & FARMERS BK/M&F BC ,1911,SNM,343
BRUNSWICK B&TC/BRUNSWICK BC ,1912,SNM,343
BANK OF KREMLIN/COWBOY BSHRS LLC ,1913,SMB,343
BANK OF TIOGA/TREYNOR BSHRS ,1914,SNM,342
BANK OF O'FALLON/SECURITY FIRST BSHRS ,1915,SNM,342
FIRST VISION BK OF TN/FIRST VISION FNCL ,1916,SMB,342
SHELBY ST BK/SHELBY FC ,1917,SNM,341
COMMUNITY ST BK/FIRST POTEAU CORP ,1918,SMB,341
KAW VALLEY BK/TOPEKA BC ,1919,SNM,341
PARTNERS BK/HELENA BSHRS ,1920,SNM,341
PEOPLES ST BK OF PLAINVIEW/WRZ BSHRS ,1921,SMB,340
CENTURY B&TC/CENTURY BC ,1922,SNM,340
FIRST ST BK SOUTHWEST/FIRST ST BK SW KSOP PLAN & TR ,1923,SMB,340
COMMUNITY FIRST NB/TTAC CORP ,1924,NAT,339
BANK OF ODESSA/COUNTRY AGY & INV ,1925,SNM,339
GRANDVIEW BK/D2 ALLIS LLC ,1926,SNM,339
CHINO CMRL BK NA/CHINO CMRL BC ,1927,NAT,339
EASTERN NB/CORPOFIN CA ,1928,NAT,338
AMERICAN B&TC/ ,1929,SNM,338
HARBOR BK OF MD/HARBOR BSHRS CORP ,1930,SNM,338
CENTRAL BK OF WARRENSBURG/CENTRAL BANCOMPANY INC ,1931,SMB,338
FOURTH CAP BK/ ,1932,SNM,338
FIRST NB OF COFFEE CTY/FNC BC ,1933,NAT,338
WAYPOINT BK/MIDWEST BANCO CORP ,1934,SNM,338
CENTERA BK/SANTA FE TRAIL BSHRS ,1935,SNM,338
UBANK/HUNTINGTON BSHRS ,1936,SNM,338
ESB FNCL/NAMYAW CORP ,1937,SNM,337
HANCOCK B&TC/HANCOCK BANCORP ,1938,SNM,337
SHELBY CTY ST BK/DANES HOLDS ,1939,SNM,336
HOCKING VALLEY BK/HOCKING VALLEY BSHRS ,1940,SMB,336
SPRING BK/CHECKSPRING CMNTY CORP ,1941,SNM,336
LIBERTY CAP BK/LIBERTY CAP BSHRS ,1942,SNM,336
AMERICAN B&TC/CITIZENS BC INV ,1943,SNM,336
CATTLE B&TC/CATTLE CROSSING ,1944,SNM,335
LONE STAR CAP BK NA/ ,1945,NAT,335
GRUNDY BK/ILLINOIS VALLEY BC ,1946,SMB,335
KERNDT BROS SVG BK/KERNDT BK SVCS ,1947,SNM,335
MA BK/MACON-ATLANTA BC ,1948,SMB,335
AMERICAN NB FOX CITIES/AMERICAN NAT BC ,1949,NAT,334
SANDHILLS ST BK/SANDHILLS FS ,1950,SNM,334
SUMMIT BK/SUMMIT BSHRS ,1951,SNM,333
HENRY CTY BK/COMUNIBANC ,1952,SNM,333
FIRST UNITED NB/FRYBURG BKG CO ,1953,NAT,333
ELDERTON ST BK/KEYSTRONG FNCL INC ,1954,SNM,333
MCNB BK&TC/MCNB BANKS ,1955,SNM,332
BANK OF LAFAYETTE/LAFAYETTE BSHRS ,1956,SNM,332
F&M BK/WASHINGTON/WILKES HC ,1957,SNM,332
UNION BK/HOMETOWN BSHRS ,1958,SNM,332
FLAGSHIP BK MN/FLAGSHIP FNCL GROUP ,1959,SNM,332
UNION BK OF MENA/UNION BSHRS ,1960,SMB,332
GOLDWATER BK NA/ ,1961,NAT,332
STATE SVG BK/CENTRAL-STATE BC ,1962,SNM,331
FIRST NB/CHALYBEATE SPRINGS CORP ,1963,NAT,331
GUARANTY B&TC OF DELHI/DELHI BSHRS ,1964,SNM,331
F&M BK/WEST POINT BC ,1965,SNM,331
CLARE BK NA/MONTFORT BC ,1966,NAT,331
NORTHERN CA NB/ ,1967,NAT,330
FIRST-LOCKHART NB/LOCKHART BSHRS ,1968,NAT,330
HOMETOWN NB/LASALLE BC ,1969,NAT,330
KENSINGTON BK/KENSINGTON BC ,1970,SNM,330
FARMERS ST BK/FARMERS ST BSHRS ,1971,SNM,329
DOLORES ST BK/ ,1972,SNM,329
AMERICAN CONTINENTAL BK/AMERICAN CONTINENTAL BC ,1973,SNM,329
FIRST EXCH BK/HERITAGE BSHRS ,1974,SNM,329
MURPHY BK/ ,1975,SNM,328
ALAMOSA ST BK/ALAMOSA BC ,1976,SNM,328
LEGACY BK/GNB BSHRS CORP ,1977,SMB,328
FIRST PORT CITY BK/PORT CITY HC ,1978,SNM,328
BLC CMNTY BK/INDEPENDENT BC ,1979,SNM,328
ALLIANCE CMNTY BK/AC BC ,1980,SNM,327
FLEETWOOD BK/FLEETWOOD BK CORP ,1981,SMB,326
FINWISE BK/ALL WEST BC ,1982,SNM,326
CENTRAL BK OF KANSAS CITY/CENTRAL BSHRS ,1983,SNM,326
BANK OF ZACHARY/ZACHARY BSHRS ,1984,SNM,325
SOLUTIONS BK/HIGH POINT FS ,1985,SNM,325
HONDO NB/TEXAS HERITAGE BSHRS ,1986,NAT,325
DELTA NB&TC/DELTA INV CO CAYMAN ,1987,NAT,325
COMMUNITY ST BK ROCK FALLS/COMMUNITY IL CORP ,1988,SNM,325
GLENNVILLE BK/GB BK GRP ,1989,SNM,324
STATE BK/FORESIGHT FNCL GRP ,1990,SNM,324
OZONA NB/ONB BSHRS ,1991,NAT,324
HONOR BK/HONOR BC ,1992,SNM,324
BYRON BK/BYRON BSHRS ,1993,SNM,324
SOONER ST BK/TUTTLE BSHRS ,1994,SNM,324
FIRST INDEPENDENCE BK/FIRST INDEP CORP ,1995,SNM,324
CIBC NAT TC/CIBC BC USA ,1996,NAT,324
FIRST NB/FIRST GRAYSON BC ,1997,NAT,323
PECOS CTY ST BK/PECOS CTY BSHRS ,1998,SNM,323
PREMIER BK MN/ ,1999,SNM,323
FIRST NB OF ST IGNACE/MACKINAC NAT BC ,2000,NAT,323
WELLS BK/WELLS BSHRS ,2001,SNM,323
FIRST NB IN PHILIP/PHILIP BC ,2002,NAT,323
EXCHANGE BK/EXCHANGE BSHRS ,2003,SNM,322
HAVANA NB/COMMUNITY INV GRP ,2004,NAT,322
FIRST SCTY BK NV/ ,2005,SNM,322
MCCURTAIN CTY NB/MCCURTAIN CTY BSHRS ,2006,NAT,322
WAUMANDEE ST BK/WAUMANDEE BSHRS ,2007,SNM,322
KIRKWOOD B&TC/KIRKWOOD BC CO ,2008,SNM,322
FRAZER BK/FIRST ALTUS BC ,2009,SMB,321
BANK OF BELLEVILLE/BELLEVILLE BC ,2010,SNM,321
WOODLANDS NB/MILLE LACS BC ,2011,NAT,321
LOGAN B&TC/LOGAN CTY BSHRS ,2012,SNM,320
FIRST NB&TC/ ,2013,NAT,320
BANK OF STAR VALLEY/STAR VALLEY BSHRS ,2014,SMB,319
HOMESTEAD BK/CSB CO ,2015,SNM,319
CITIZENS NB OF PARK RAPIDS/PARK RAPIDS BSHRS ,2016,NAT,319
BANK OF HAYS/HANSTON INS AGY ,2017,SNM,318
MOUNTAIN VALLEY BANK/PLATTE VALLEY FS CO ,2018,SMB,318
UNITED CMNTY BK/PERHAM ST BSHRS ,2019,SNM,317
FIRST CITIZENS BK/FIRST CITIZENS-CRENSHAW BSHRS ,2020,SNM,317
FARMERS B&TC/FARMERS BANCORP ,2021,SMB,317
FIRST CMNTY BK/FIRST TR FINANCIAL CORP ,2022,SNM,316
RAMSEY NB/FIRST HC OF PARK RIVER ,2023,NAT,316
CATTARAUGUS CTY BK/C C BC ,2024,SNM,316
FIRST NB OF ALLENDALE/ALLENDALE BANCORP ,2025,NAT,316
TEXAS BRAND BK/TEXAS BRAND BSHRS ,2026,SNM,315
SOUTH STORY B&TC/ ,2027,SNM,315
FIRST SENTINEL BK/FIRST REGION BSHRS ,2028,SMB,315
BANK OF CLEVELAND/BRADLEY CTY FC ,2029,SNM,315
WOODFORD ST BK/WOODFORD BSHRS ,2030,SNM,315
FIRST NB OF JASPER/EAST TX BSHRS ,2031,NAT,314
PEOPLES ST BK/BOZKA INV ,2032,SNM,314
FARMERS SVG BK/ ,2033,SNM,314
CITIZENS B&TC HUTCHINSON MN/CITIZENS BSHRS OF HUTCHINSON ,2034,SNM,314
FIRST ST BK OF DEQUEEN/FIRST ST BSHRS ,2035,SMB,314
CENTRAL NB OF POTEAU/CENTRAL BSHRS ,2036,NAT,314
FIRST RESOURCE BK/AMERI FNCL GRP ,2037,SNM,314
IRELAND BK/IRELAND BC ,2038,SNM,314
BANK OF FRANKLIN CTY/FRANKLIN BC ,2039,SNM,314
SUNRISE BK/SUNRISE BSHRS ,2040,SMB,314
FIRST ST BK/FIRST ST BC MONTICELLO ESOP ,2041,SNM,314
NORTH VALLEY BK/NORTH VALLEY BSHR INC ,2042,SMB,313
STIFEL TC DE NA/STIFEL FNCL CORP ,2043,NAT,313
CITIZENS BK OF THE SOUTH/ ,2044,SNM,312
FIRST FARMBANK/FARMBANK HOLD ,2045,SNM,312
UNION BK/UNION FC ,2046,SNM,312
TEUTOPOLIS ST BK/TEUTOPOLIS HOLDING CO ,2047,SMB,312
FIRSTSTATE BK/FIRST ST CAP CORP ,2048,SNM,311
PCSB BK/WHITMORE CO ,2049,SNM,311
PEOPLES BK/PEOPLES BC ,2050,SNM,311
ALLIANCE BK/ALLIANCE BSHRS ,2051,SNM,311
CITIZENS CMRC BK/CITIZENS CMRC BSHRS ,2052,SNM,311
FIRST NB&TC/FIRST NAT BSHRS ESOP ,2053,NAT,310
NORTHERN ST BK/BAY AREA BKG SHARES ,2054,SNM,310
OOSTBURG ST BK/OOSTBURG BC ,2055,SNM,310
GRANT CTY BK/HIGHLANDS BSHRS ,2056,SNM,310
CENTRAL BK/CENTRAL FNCL HOLD ,2057,SNM,309
PEOPLES BK KANKAKEE CTY/ROMY HAMMES ,2058,SNM,309
CITIZENS ST BK/FIRST LENA CORP ,2059,SNM,309
FIRST NB/FIRST BSHRS ,2060,NAT,309
DAKOTA WESTERN BK/DAKOTA WESTERN BSHRS ,2061,SMB,308
FIRST NAT BK & TR ELK CITY OK/WESTERN OK FS ,2062,NAT,308
FARMERS BK/FARMERS FINANCIAL CORP ,2063,SNM,308
PIKE NB/PCNB CORP ,2064,NAT,308
FARMERS ST BK/PIKE BANCORP ,2065,SNM,308
SECURITY ST BK/SECURITY BSHRS ,2066,SNM,308
FIRST UNITED BK/FIRST HC OF PARK RIVER ,2067,SNM,307
ENNIS ST BK/ENNIS BSHRS ,2068,SNM,307
PINNACLE BK/PINNACLE BSHRS ,2069,SNM,306
CROSS COUNTY BK/CROSS CTY BSHRS ,2070,SNM,306
MARION B&TC/MARION BSHRS ,2071,SNM,306
FIRST ST BK/ ,2072,SNM,306
PEOPLES BK OF E TN/PEOPLES BSHRS OF TN ,2073,SNM,306
CASEY COUNTY BK/CASEY CTY BC ,2074,SMB,305
BLOOMSDALE BK/PEOPLES COMMUNITY BC ,2075,SNM,305
LEXICON BK/ ,2076,SNM,305
PEOPLES BK/PBS BSHRS ,2077,SNM,304
WELCH ST BK/WELCH BSHRS ,2078,SNM,304
PAULS VALLEY NB/VALLEY BSHRS ,2079,NAT,304
FOREST PARK NB&TC/FIRST FOREST PARK CORP ,2080,NAT,303
BANK OF YAZOO CITY/YAZOO CAP CORP ,2081,SNM,303
HARVARD ST BK/HARVARD BSHRS ,2082,SNM,303
CLEVELAND ST BK/CLEVELAND STATE BC ,2083,SNM,303
AMERIFIRST BK/USAL BC ,2084,SNM,303
BANK OF THE BLUEGRASS & TC/BLUEGRASS BSHRS ,2085,SNM,302
STOCK GROWERS BK/NAPOLEON BC ,2086,SNM,302
SOUTHERN INDEP BK/SOUTHERN INDEP BSHRS ,2087,SNM,301
SYCAMORE BK/TATE FINANCIAL CORP ,2088,SNM,301
FARMERS ST BK/FSC BSHRS ,2089,SNM,301
BEACON CMNTY BK/ ,2090,SNM,301
CITY B&TC/CITY BSHRS ,2091,SNM,301
MID-AMERICA BK/MID-AMERICA BSHRS ,2092,SNM,301
BANK OF HERRIN/FGH BANCORP ,2093,SNM,301
